1	0.0012
2	0.0023
3	0.0055
4	0.0101
5	0.0203
6	0.0289
7	0.0408
8	0.0516
9	0.0647
10	0.0773
11	0.09
12	0.1026
13	0.1146
14	0.1246
15	0.1349
16	0.145
17	0.1555
18	0.1644
19	0.173
20	0.1809
21	0.1881
22	0.1942
23	0.1998
24	0.2049
25	0.2097
26	0.2144
27	0.2185
28	0.2229
29	0.2277
30	0.232
31	0.2361
32	0.2387
33	0.2415
34	0.2436
35	0.2466
36	0.2492
37	0.2516
38	0.2543
39	0.2561
40	0.2583
41	0.2592
42	0.2603
43	0.2612
44	0.2628
45	0.2641
46	0.2654
47	0.266
48	0.2665
49	0.267
50	0.2679
51	0.2687
52	0.2692
53	0.2696
54	0.2702
55	0.2704
56	0.2707
57	0.2711
58	0.2713
59	0.2716
60	0.2719
61	0.2721
62	0.2724
63	0.2724
64	0.2724
65	0.2724
66	0.2724
67	0.2727
68	0.2728
69	0.2728
70	0.273
71	0.2731
72	0.2731
73	0.2731
74	0.2731
75	0.2731
76	0.2732
77	0.2732
78	0.2732
79	0.2732
80	0.2732
81	0.2732
82	0.2732
83	0.2732
84	0.2733
85	0.2733
86	0.2733
87	0.2733
88	0.2733
89	0.2733
90	0.2733
91	0.2733
92	0.2734
