1	0.0011
2	0.0026
3	0.0044
4	0.008
5	0.0135
6	0.0196
7	0.0275
8	0.0347
9	0.0427
10	0.0509
11	0.0597
12	0.0698
13	0.0797
14	0.0882
15	0.0959
16	0.1039
17	0.1093
18	0.1148
19	0.1211
20	0.1267
21	0.1312
22	0.1357
23	0.1399
24	0.1437
25	0.1483
26	0.1524
27	0.1555
28	0.1592
29	0.1636
30	0.1669
31	0.1709
32	0.1738
33	0.1778
34	0.1824
35	0.186
36	0.19
37	0.1931
38	0.1955
39	0.1988
40	0.2013
41	0.206
42	0.2088
43	0.211
44	0.2136
45	0.2162
46	0.2181
47	0.2204
48	0.2221
49	0.2241
50	0.2252
51	0.227
52	0.228
53	0.2294
54	0.231
55	0.2319
56	0.2331
57	0.2337
58	0.2342
59	0.2349
60	0.2358
61	0.2364
62	0.237
63	0.2376
64	0.2378
65	0.2381
66	0.2384
67	0.2386
68	0.2391
69	0.2391
70	0.2392
71	0.2393
72	0.2394
73	0.2398
74	0.2399
75	0.2399
76	0.24
77	0.2402
78	0.2403
79	0.2404
80	0.2404
81	0.2404
82	0.2405
83	0.2406
84	0.2408
85	0.2409
86	0.2414
87	0.2419
88	0.2423
89	0.2428
90	0.2433
91	0.2435
92	0.2439
93	0.244
94	0.2441
95	0.2444
96	0.2447
97	0.245
98	0.2451
99	0.2451
100	0.2453
101	0.2458
102	0.2459
103	0.2461
104	0.2462
105	0.2463
106	0.2463
107	0.2466
108	0.2467
109	0.2467
110	0.2469
111	0.2469
112	0.2469
113	0.2469
114	0.2469
115	0.2469
116	0.2469
117	0.2469
118	0.247
119	0.247
120	0.247
121	0.247
122	0.2471
123	0.2471
124	0.2471
125	0.2471
126	0.2471
127	0.2471
128	0.2471
129	0.2472
