1	0.0009
2	0.0015
3	0.002
4	0.0036
5	0.0049
6	0.0074
7	0.0114
8	0.0168
9	0.0256
10	0.033
11	0.0402
12	0.0475
13	0.0545
14	0.0611
15	0.067
16	0.0729
17	0.0786
18	0.0845
19	0.0919
20	0.098
21	0.1032
22	0.107
23	0.1126
24	0.1174
25	0.12
26	0.1232
27	0.1274
28	0.1306
29	0.1334
30	0.1357
31	0.138
32	0.1396
33	0.1416
34	0.1438
35	0.1462
36	0.1481
37	0.1504
38	0.1513
39	0.1524
40	0.1542
41	0.1553
42	0.1562
43	0.1568
44	0.1569
45	0.1574
46	0.1578
47	0.1587
48	0.159
49	0.1593
50	0.1601
51	0.1603
52	0.1608
53	0.161
54	0.161
55	0.161
56	0.1611
57	0.1612
58	0.1614
59	0.1615
60	0.1617
61	0.1618
62	0.1619
63	0.1621
64	0.1623
65	0.1623
66	0.1623
67	0.1623
68	0.1623
69	0.1625
70	0.1625
71	0.1625
72	0.1625
73	0.1625
74	0.1625
75	0.1625
76	0.1625
77	0.1625
78	0.1626
79	0.1627
80	0.1627
81	0.1627
82	0.1628
