1	0.001
2	0.0022
3	0.0042
4	0.0087
5	0.0158
6	0.0221
7	0.029
8	0.0378
9	0.047
10	0.0569
11	0.0671
12	0.0787
13	0.0876
14	0.0983
15	0.1077
16	0.1169
17	0.1269
18	0.1355
19	0.1456
20	0.1529
21	0.1605
22	0.1668
23	0.1741
24	0.1799
25	0.185
26	0.1907
27	0.1948
28	0.1995
29	0.2031
30	0.2065
31	0.2102
32	0.2142
33	0.217
34	0.2194
35	0.2217
36	0.2234
37	0.2248
38	0.2275
39	0.2288
40	0.2302
41	0.2316
42	0.2327
43	0.2337
44	0.2342
45	0.2357
46	0.2364
47	0.2373
48	0.2379
49	0.2383
50	0.2384
51	0.2385
52	0.2388
53	0.2392
54	0.2397
55	0.2398
56	0.2399
57	0.2399
58	0.2402
59	0.2404
60	0.2405
61	0.2407
62	0.2412
63	0.2412
64	0.2414
65	0.2415
66	0.2415
67	0.2415
68	0.2417
69	0.2417
70	0.2418
71	0.2418
72	0.2419
73	0.2419
74	0.242
75	0.2421
76	0.2421
77	0.2421
78	0.2421
79	0.2421
80	0.2421
81	0.2422
