1	0.0015
2	0.0026
3	0.0035
4	0.0044
5	0.0057
6	0.0071
7	0.0112
8	0.014
9	0.0167
10	0.0201
11	0.0242
12	0.0274
13	0.0318
14	0.036
15	0.0402
16	0.0449
17	0.0488
18	0.0531
19	0.0563
20	0.0602
21	0.063
22	0.0655
23	0.0676
24	0.0692
25	0.0705
26	0.0735
27	0.0764
28	0.079
29	0.0813
30	0.0832
31	0.0856
32	0.0879
33	0.0893
34	0.0904
35	0.0919
36	0.0935
37	0.0949
38	0.0962
39	0.097
40	0.0975
41	0.0982
42	0.0994
43	0.1004
44	0.1009
45	0.1023
46	0.1028
47	0.1038
48	0.1047
49	0.105
50	0.1058
51	0.1066
52	0.1078
53	0.1083
54	0.109
55	0.1094
56	0.1102
57	0.1107
58	0.1113
59	0.1118
60	0.1121
61	0.1123
62	0.1127
63	0.1128
64	0.1132
65	0.1133
66	0.1138
67	0.1141
68	0.1143
69	0.1144
70	0.1146
71	0.1147
72	0.1147
73	0.1148
74	0.1149
75	0.115
76	0.115
77	0.115
78	0.115
79	0.115
80	0.115
81	0.115
82	0.115
83	0.115
84	0.1151
85	0.1151
86	0.1152
87	0.1152
88	0.1152
89	0.1152
90	0.1152
91	0.1152
92	0.1152
93	0.1152
94	0.1152
95	0.1152
96	0.1152
97	0.1152
98	0.1152
99	0.1152
100	0.1152
101	0.1152
102	0.1153
103	0.1153
104	0.1153
105	0.1153
106	0.1154
