1	0.0007
2	0.0019
3	0.0037
4	0.0065
5	0.0099
6	0.0139
7	0.0179
8	0.0216
9	0.0289
10	0.0345
11	0.0406
12	0.0463
13	0.0517
14	0.0554
15	0.0588
16	0.0621
17	0.0669
18	0.0696
19	0.0726
20	0.0754
21	0.0779
22	0.0803
23	0.0829
24	0.0839
25	0.0856
26	0.0876
27	0.0897
28	0.091
29	0.0923
30	0.0934
31	0.0949
32	0.0963
33	0.0975
34	0.099
35	0.1009
36	0.1021
37	0.1028
38	0.1036
39	0.1044
40	0.1049
41	0.1053
42	0.1056
43	0.106
44	0.1065
45	0.107
46	0.1075
47	0.1075
48	0.1079
49	0.1085
50	0.109
51	0.1096
52	0.1101
53	0.1105
54	0.1107
55	0.111
56	0.1114
57	0.1119
58	0.112
59	0.1122
60	0.1125
61	0.1127
62	0.113
63	0.1132
64	0.1133
65	0.1136
66	0.1136
67	0.1138
68	0.1138
69	0.1141
70	0.1143
71	0.1144
72	0.1144
73	0.1144
74	0.1144
75	0.1146
76	0.1147
77	0.1147
78	0.1147
79	0.1147
80	0.1149
81	0.1151
82	0.1152
83	0.1153
84	0.1153
85	0.1153
86	0.1153
87	0.1153
88	0.1153
89	0.1153
90	0.1154
91	0.1154
92	0.1154
93	0.1154
94	0.1154
95	0.1154
96	0.1154
97	0.1154
98	0.1154
99	0.1154
100	0.1155
