1	0.0008
2	0.002
3	0.0068
4	0.0154
5	0.024
6	0.0346
7	0.0478
8	0.0637
9	0.0784
10	0.0912
11	0.1066
12	0.1208
13	0.1322
14	0.1441
15	0.1559
16	0.1635
17	0.1724
18	0.1806
19	0.1882
20	0.1932
21	0.2003
22	0.2067
23	0.2139
24	0.2177
25	0.2222
26	0.2259
27	0.2297
28	0.2331
29	0.236
30	0.2389
31	0.2415
32	0.2434
33	0.2456
34	0.2473
35	0.2492
36	0.2505
37	0.2515
38	0.2525
39	0.2534
40	0.2547
41	0.2558
42	0.2564
43	0.2567
44	0.257
45	0.2578
46	0.2582
47	0.2588
48	0.2591
49	0.2594
50	0.2603
51	0.2606
52	0.2609
53	0.2613
54	0.2614
55	0.2617
56	0.2617
57	0.2618
58	0.262
59	0.2621
60	0.2623
61	0.2625
62	0.2625
63	0.2627
64	0.2627
65	0.2627
66	0.2628
67	0.2629
68	0.2631
69	0.2631
70	0.2631
71	0.2632
72	0.2632
73	0.2632
74	0.2632
75	0.2632
76	0.2633
77	0.2633
78	0.2633
79	0.2634
80	0.2634
81	0.2634
82	0.2634
83	0.2634
84	0.2634
85	0.2634
86	0.2634
87	0.2634
88	0.2634
89	0.2634
90	0.2634
91	0.2634
92	0.2634
93	0.2634
94	0.2634
95	0.2634
96	0.2634
97	0.2634
98	0.2634
99	0.2634
100	0.2634
101	0.2634
102	0.2634
103	0.2634
104	0.2634
105	0.2634
106	0.2634
107	0.2634
108	0.2634
109	0.2634
110	0.2635
