1	0.0011
2	0.0015
3	0.0033
4	0.0055
5	0.0081
6	0.0126
7	0.0162
8	0.0212
9	0.0265
10	0.031
11	0.0361
12	0.0415
13	0.0479
14	0.0548
15	0.0623
16	0.0669
17	0.0723
18	0.0771
19	0.0821
20	0.088
21	0.0923
22	0.0968
23	0.1009
24	0.1053
25	0.1099
26	0.1134
27	0.1159
28	0.1193
29	0.1217
30	0.1237
31	0.1257
32	0.1291
33	0.1309
34	0.1322
35	0.1331
36	0.1347
37	0.1356
38	0.1365
39	0.1371
40	0.1382
41	0.1387
42	0.1392
43	0.1396
44	0.1399
45	0.1405
46	0.141
47	0.1413
48	0.1417
49	0.1421
50	0.1423
51	0.1428
52	0.1432
53	0.1435
54	0.1436
55	0.1437
56	0.144
57	0.1441
58	0.1442
59	0.1444
60	0.1445
61	0.1445
62	0.1445
63	0.1445
64	0.1446
65	0.1446
66	0.1446
67	0.1446
68	0.1447
69	0.1449
70	0.145
71	0.145
72	0.145
73	0.145
74	0.1451
75	0.1451
76	0.1451
77	0.1452
78	0.1453
79	0.1455
80	0.1455
81	0.1455
82	0.1455
83	0.1455
84	0.1456
